title,city,brand,fields,values,price,update,views
"Mercedes C 230, ",Bakı,Mercedes,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Sahiblər,Vəziyyəti","Bakı,Sedan,Göy,2.3 L/150 a.g./Benzin,282 056 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib",12 400 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 243
"Land Rover RR Sport, ",Bakı,Land Rover,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Ağ,3.0 L/340 a.g./Benzin,82 000 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Amerika",10 900 USD,Yeniləndi: 25.09.2023,Baxışların sayı: 4713
"Kia Cerato, ",Bakı,Kia,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Gümüşü,1.6 L/132 a.g./Dizel,174 300 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Koreya",21 400 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 429
"BMW X5, ",Bakı,BMW,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Qara,3.0 L/231 a.g./Benzin,270 000 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənib,Amerika",19 800 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 1808
"Mercedes E 220, ",Bakı,Mercedes,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti","Bakı,Sedan,Gümüşü,2.2 L/170 a.g./Dizel,327 000 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib",23 500 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 5259
"Toyota Land Cruiser, ",Bakı,Toyota,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti","Bakı,Offroader / SUV,Ağ,4.5 L/235 a.g./Dizel,280 300 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib",49 500 USD,Yeniləndi: 25.09.2023,Baxışların sayı: 443
"BMW 528, ",Bakı,BMW,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti","Bakı,Sedan,Yaş Asfalt,2.0 L/245 a.g./Benzin,180 000 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib",26 000 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 324
"Peugeot Boxer, ",Bakı,Peugeot,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti","Bakı,Furqon,Ağ,2.2 L/160 a.g./Dizel,0 km,Mexaniki,Ön,Bəli,Vuruğu yoxdur, rənglənməyib",62 900 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 85
"Nissan Teana, ",Bakı,Nissan,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Ağ,3.5 L/249 a.g./Benzin,194 000 km,Variator,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",19 000 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 229
"Mercedes C 180, ",Bakı,Mercedes,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti","Bakı,Sedan,Gümüşü,1.8 L/122 a.g./Benzin,401 256 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib",9 800 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 259
"BMW X5, ",Bakı,BMW,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Ağ,3.0 L/313 a.g./Dizel,133 000 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Amerika",36 500 USD,Yeniləndi: 25.09.2023,Baxışların sayı: 5182
"Mercedes C 220, ",Bakı,Mercedes,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti","Bakı,Universal,Gümüşü,2.2 L/143 a.g./Dizel,360 000 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib",13 500 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 1009
"Mercedes C 180, ",Bakı,Mercedes,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Ağ,1.6 L/156 a.g./Benzin,99 581 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",24 000 USD,Yeniləndi: 25.09.2023,Baxışların sayı: 4340
"LADA (VAZ) 2107, ",Masallı,LADA (VAZ),"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Masallı,Sedan,Ağ,1.5 L/65 a.g./Benzin,91 000 km,Mexaniki,Arxa,Xeyr,Vuruğu yoxdur, rənglənib,Rusiya",6 000 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 164
"Toyota Corolla, ",Bakı,Toyota,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Hetçbek,Gümüşü,1.4 L/90 a.g./Dizel,231 000 km,Mexaniki,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",15 200 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 218
"Volkswagen ID.6, ",Bakı,Volkswagen,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Göy,0.0 L/204 a.g./Elektro,0 km,Avtomat,Tam,Bəli,Vuruğu yoxdur, rənglənməyib,Digər",40 500 USD,Yeniləndi: 25.09.2023,Baxışların sayı: 7342
"LADA (VAZ) 2107, ",Sumqayıt,LADA (VAZ),"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb","Sumqayıt,Sedan,Qara,1.5 L/65 a.g./Benzin,62 208 km,Mexaniki,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",7 200 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 630
"Kia Cadenza, ",Bakı,Kia,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti","Bakı,Sedan,Ağ,3.5 L/290 a.g./Benzin,172 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib",23 800 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 1214
"Hyundai Santa Fe, ",Bakı,Hyundai,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,213 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənib,Koreya",15 000 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 1410
"Chery Tiggo (T11), ",Bakı,Chery,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti","Bakı,Offroader / SUV,Qara,2.0 L/136 a.g./Benzin,221 143 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib",10 000 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 379
"LADA (VAZ) 2104, ",Sumqayıt,LADA (VAZ),"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Sumqayıt,Universal,Qırmızı,1.6 L/75 a.g./Benzin,21 000 km,Mexaniki,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Rusiya",7 800 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 622
"Opel Astra, ",Tərtər,Opel,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Tərtər,Hetçbek,Göy,1.3 L/90 a.g./Dizel,24 987 km,Mexaniki,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",10 600 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 968
"Kia Ceed, ",Bakı,Kia,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Universal,Yaş Asfalt,1.6 L/115 a.g./Dizel,343 000 km,Mexaniki,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Koreya",13 600 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 2287
"Mercedes C 220, ",Qazax,Mercedes,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Qazax,Sedan,Boz,2.2 L/143 a.g./Dizel,375 000 km,Mexaniki,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib,Digər",12 000 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 508
"Hyundai Santa Fe, ",Bakı,Hyundai,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Yaş Asfalt,2.0 L/184 a.g./Dizel,237 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Koreya",30 000 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 3013
"BMW R 1200 GS Adventure, ",Bakı,BMW,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Sahiblər,Vəziyyəti","Bakı,Motosiklet,Yaşıl,1.2 L/125 a.g./Benzin,1 400 km,Mexaniki,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib",16 000 USD,Yeniləndi: 25.09.2023,Baxışların sayı: 4893
"GAZ 330200, ",Sumqayıt,GAZ,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Sumqayıt,Yük maşını,Ağ,2.9 L/150 a.g./Benzin,150 000 km,Mexaniki,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",13 500 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 718
"Mazda CX-5, ",Bakı,Mazda,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Qara,2.0 L/150 a.g./Benzin,164 500 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",27 900 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 1497
"Hyundai Santa Fe, ",Bakı,Hyundai,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti","Bakı,Offroader / SUV,Boz,2.0 L/184 a.g./Dizel,203 412 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib",31 200 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 107
"Kia K3, ",Bakı,Kia,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Ağ,1.6 L/136 a.g./Dizel,89 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Koreya",24 000 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 158
"Opel Astra, ",Bakı,Opel,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Universal,Tünd qırmızı,1.6 L/101 a.g./Benzin,321 030 km,Mexaniki,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",7 500 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 534
"Hyundai Sonata, ",Bakı,Hyundai,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Göy,2.4 L/178 a.g./Benzin,190 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənib,Amerika",17 800 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 335
"LADA (VAZ) 21099, ",Ağcabədi,LADA (VAZ),"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Qəzalı","Ağcabədi,Sedan,Gümüşü,1.6 L/81 a.g./Benzin,240 000 km,Mexaniki,Ön,Xeyr,Vuruğu var, rənglənməyib,Bəli",2 200 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 1171
"Opel Astra, ",Bakı,Opel,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Universal,Ağ,1.3 L/90 a.g./Dizel,120 000 km,Mexaniki,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",14 800 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 2249
"Nissan Pathfinder, ",Bakı,Nissan,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti","Bakı,Offroader / SUV,Qara,4.0 L/269 a.g./Benzin,315 000 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib",22 500 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 1355
"Lexus IS 200, ",Bakı,Lexus,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Sahiblər,Vəziyyəti","Bakı,Sedan,Qara,2.0 L/245 a.g./Benzin,98 880 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib",42 300 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 3729
"BMW 530, ",Bakı,BMW,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti","Bakı,Sedan,Qara,3.0 L/231 a.g./Benzin,348 000 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib",16 000 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 593
"Ford Transit, ",Bakı,Ford,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Furqon,Qara,2.4 L/140 a.g./Dizel,144 000 km,Mexaniki,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",28 800 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 1992
"BMW 520, ",Bakı,BMW,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Sedan,Yaş Asfalt,2.0 L/190 a.g./Dizel,88 000 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",40 500 USD,Yeniləndi: 25.09.2023,Baxışların sayı: 196
"Mercedes E 270, ",Bakı,Mercedes,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Sahiblər,Vəziyyəti","Bakı,Sedan,Göy,2.7 L/170 a.g./Dizel,328 745 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib",18 800 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 492
"Mercedes C 220, ",Bakı,Mercedes,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti","Bakı,Sedan,Qızılı,2.2 L/143 a.g./Dizel,285 000 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib",10 900 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 3411
"Kia Carnival, ",Bakı,Kia,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Minivan,Ağ,2.2 L/202 a.g./Dizel,280 000 km,Avtomat,Ön,Xeyr,8+,Vuruğu yoxdur, rənglənməyib,Koreya",47 500 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 158
"Subaru Impreza, ",Bakı,Subaru,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Hetçbek,Boz,1.5 L/110 a.g./Benzin,136 000 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",13 500 AZN,Yeniləndi: 26.09.2023,Baxışların sayı: 287
"Nissan Juke, ",Bakı,Nissan,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Qara,1.6 L/190 a.g./Benzin,72 200 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Amerika",22 800 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 234
"BMW 528, ",Bakı,BMW,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Sahiblər,Vəziyyəti","Bakı,Sedan,Ağ,2.0 L/245 a.g./Benzin,79 521 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib",24 900 USD,Yeniləndi: 25.09.2023,Baxışların sayı: 769
"Opel Astra, ",Bakı,Opel,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Hetçbek,Yaş Asfalt,2.0 L/75 a.g./Benzin,123 000 km,Avtomat,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",7 300 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 685
"Hyundai Santa Fe, ",Bakı,Hyundai,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Boz,2.0 L/265 a.g./Benzin,128 000 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Amerika",34 600 AZN,Yeniləndi: 22.09.2023,Baxışların sayı: 725
"Chery Tiggo 7 Pro e+	, ",Bakı,Chery,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti","Bakı,Offroader / SUV,Mavi,1.5 L/326 a.g./Plug-in Hibrid,0 km,Avtomat,Ön,Bəli,Vuruğu yoxdur, rənglənməyib",58 500 AZN,Yeniləndi: 13.09.2023,Baxışların sayı: 2055
"Haima 8S, ",Bakı,Haima,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Boz,1.6 L/195 a.g./Benzin,0 km,Avtomat,Ön,Bəli,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",45 800 AZN,Yeniləndi: 19.09.2023,Baxışların sayı: 53971
"Mitsubishi Pajero io, ",Bakı,Mitsubishi,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti","Bakı,Offroader / SUV,Ağ,1.8 L/130 a.g./Benzin,350 000 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib",6 800 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 553
"Hyundai i20, ",Sumqayıt,Hyundai,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb","Sumqayıt,Hetçbek,Ağ,1.3 L/84 a.g./Benzin,161 000 km,Mexaniki,Ön,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",14 200 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 397
"Ford Transit, ",Sumqayıt,Ford,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti","Sumqayıt,Yük maşını,Ağ,2.4 L/90 a.g./Dizel,241 565 km,Mexaniki,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib",25 800 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 389
"Mercedes Actros 1844, ",Bakı,Mercedes,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Dartqı,Yaşıl,12 L/440 a.g./Dizel,114 000 km,Avtomat,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",68 500 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 341
"Porsche Cayenne GTS Coupe, ",Bakı,Porsche,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Qara,4.0 L/460 a.g./Benzin,500 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",169 999 USD,Yeniləndi: 25.09.2023,Baxışların sayı: 43784
"Mercedes GLS 450, ",Bakı,Mercedes,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Ağ,3.0 L/367 a.g./Benzin,34 000 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Avropa",115 999 USD,Yeniləndi: 25.09.2023,Baxışların sayı: 13486
"Mercedes C 180, ",Oğuz,Mercedes,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti","Oğuz,Sedan,Tünd qırmızı,1.8 L/122 a.g./Benzin,525 800 km,Mexaniki,Arxa,Xeyr,Vuruğu yoxdur, rənglənməyib",8 500 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 509
"Land Rover Range Rover, ",Bakı,Land Rover,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Offroader / SUV,Gümüşü,3.0 L/400 a.g./Benzin,63 000 km,Avtomat,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Amerika",105 000 USD,Yeniləndi: 25.09.2023,Baxışların sayı: 1873
"Mitsubishi L200, ",Bakı,Mitsubishi,"Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Sahiblər,Vəziyyəti,Hansı bazar üçün yığılıb","Bakı,Pikap,Ağ,2.5 L/136 a.g./Dizel,260 000 km,Mexaniki,Tam,Xeyr,Vuruğu yoxdur, rənglənməyib,Rəsmi diler",29 500 AZN,Yeniləndi: 25.09.2023,Baxışların sayı: 3935
